Date,Symbol,Market,Open,High,Low,Close,Volume,Value
2026-07-24,BRK26,ORDB,99.25,99.87,98.1,99.87,1105,110996.41
2026-07-24,BRM,REGS,2.3,2.3,2.3,2.3,1000,2300.0
2026-07-24,BRNA,XRS1,21.2,21.2,21.2,21.2,20,424.0
2026-07-24,BTBETRETF,REGS,12.72,12.734,12.544,12.584,964744,12167576.258
2026-07-24,BUCS,XRS1,0.214,0.25,0.214,0.25,2855,611.006
2026-07-24,BUCU,XRS1,1.74,1.74,1.74,1.74,100,174.0
2026-07-24,BUCV,REGS,1.19,1.19,1.17,1.19,12710,15092.14
2026-07-24,BVB,REGS,82.6,89.8,82.6,88.0,15920,1364351.4
2026-07-24,CAOR,REGS,1.71,1.71,1.71,1.71,4,6.84
2026-07-24,CBC,REGS,25.6,25.6,24.2,25.6,22,539.4
2026-07-24,CBKN,XRSI,193.7,193.7,193.7,193.7,1,193.7
2026-07-24,CC,XRS1,13.75,13.75,13.5,13.6,2479,33584.95
2026-07-24,CCOM,XRS1,0.0885,0.0885,0.0885,0.0885,200,17.7
2026-07-24,CFED,XRS1,1.73,1.73,1.73,1.73,40,69.2
2026-07-24,CFH,REGS,43.5,44.8,41.7,44.0,51119,2205654.45
2026-07-24,CHRD,XRS1,7.95,7.95,6.7,6.7,60,409.5
2026-07-24,CMCM,REGS,0.316,0.316,0.316,0.316,4000,1264.0
2026-07-24,CMF,REGS,4.64,4.64,4.4,4.6,2800,12619.18
2026-07-24,CMP,REGS,0.706,0.718,0.704,0.718,4687,3308.708
2026-07-24,CMVX,XRS1,70.5,72.5,69.0,69.0,529,37612.5
2026-07-24,CODE,XRS1,1.02,1.02,0.99,0.995,4509,4509.35
2026-07-24,COMI,REGS,0.0104,0.0106,0.0104,0.0106,50450,525.263
2026-07-24,COTE,REGS,78.8,79.0,78.0,78.0,1422,111923.8
2026-07-24,CRC,REGS,6.3,6.3,6.0,6.0,2138,13123.1
2026-07-24,DAI,XRSI,233.5,233.5,233.5,233.5,88,20548.0
2026-07-24,DBK,XRSI,155.98,158.66,155.98,158.66,14,2189.08
2026-07-24,DIGI,REGS,64.5,64.5,63.5,63.9,24478,1573660.9
2026-07-24,DN,XRS1,3.58,3.58,3.51,3.55,149788,529851.38
2026-07-24,EAI,REGS,16.16,16.2,16.0,16.12,14501,233245.86
2026-07-24,EBADSTL11,RGSP,44.46,44.46,44.46,44.46,5,222.3
2026-07-24,EBADSTL12,RGSP,40.82,40.98,40.82,40.98,21,859.14
2026-07-24,EBBMWTL13,RGSP,5.12,5.12,4.98,5.05,1059,5313.32
2026-07-24,EBEUSDTS24,RGSP,3.28,3.53,3.28,3.53,2010,6595.3
2026-07-24,EBFPTL28,RGSP,32.4,32.4,23.4,32.12,2579,82984.79
2026-07-24,EBH2OTL3,RGSP,10.11,10.11,10.11,10.11,62,626.82
2026-07-24,EBS,REGS,594.5,605.0,594.5,597.0,161,96401.5
2026-07-24,EBSNGTL12,RGSP,1477.55,1477.55,1477.55,1477.55,15,22163.25
2026-07-24,EBSNPTL16,RGSP,11.0,11.01,11.0,11.01,5750,63267.5
2026-07-24,EBTLVTL18,RGSP,67.5,67.5,67.5,67.5,7,472.5
2026-07-24,EBTLVTL6,RGSP,151.58,152.17,151.58,152.17,18,2734.75
2026-07-24,EBVWTL10,RGSP,14.54,14.54,14.54,14.54,200,2908.0
2026-07-24,EBWTI1,RGSP,23.9,23.92,23.88,23.92,3652,87349.76
2026-07-24,EBWTITL71,RGSP,261.72,261.72,261.72,261.72,100,26172.0
2026-07-24,ECT,REGS,0.065,0.065,0.065,0.065,12,0.78
2026-07-24,EFO,REGS,0.715,0.77,0.715,0.77,95796,69669.025
2026-07-24,EL,REGS,49.45,52.0,49.0,49.7,108723,5499658.1
2026-07-24,ELGS,REGS,0.214,0.214,0.214,0.214,100,21.4
2026-07-24,ELJA,XRS1,73.0,73.0,73.0,73.0,3,219.0
2026-07-24,ELV,XRS1,0.595,0.595,0.595,0.595,50,29.75
2026-07-24,ELZY,XRS1,12.9,12.9,12.9,12.9,50,645.0
2026-07-24,EM,XRS1,42.2,43.3,42.0,43.05,1396,59060.6
2026-07-24,EMAI,XRS1,7.15,7.15,7.15,7.15,10,71.5
2026-07-24,ENP,REGS,0.91,0.91,0.91,0.91,500,455.0
2026-07-24,EVER,REGS,3.38,3.39,3.34,3.37,50273,169808.4
2026-07-24,FAMZ,XRS1,11.2,11.9,11.2,11.9,510,5898.2
2026-07-24,FERO,XRS1,1.09,1.13,0.985,1.09,3499,3706.14
2026-07-24,FIMA,XRS1,30.8,34.8,30.8,34.8,10,312.0
2026-07-24,FOJE,XRS1,30.5,30.6,30.0,30.3,1174,35614.7
2026-07-24,FOSB,XRS1,0.73,0.75,0.695,0.735,1253,895.865
2026-07-24,FP,REGS,0.59,0.597,0.584,0.589,1899938,1117765.206
2026-07-24,GGC,XRS1,0.57,0.57,0.565,0.565,1050,598.25
2026-07-24,GIBEFETF,REGS,21.9,21.9,21.56,21.59,2475,53586.14
2026-07-24,GREEN,REGS,13.9,13.9,13.5,13.9,777,10520.3
2026-07-24,GRF,XRS1,1.48,1.48,1.39,1.41,5142,7273.71
2026-07-24,GRIU,XRS1,1.24,1.24,1.24,1.24,3,3.72
2026-07-24,GSH,XRS1,0.366,0.366,0.34,0.34,57133,20345.328
2026-07-24,H2O,REGS,200.0,200.0,199.0,199.8,15560,3109356.6
2026-07-24,HAI,XRS1,0.362,0.362,0.352,0.362,14658,5295.116
2026-07-24,HUNT,XRS1,0.784,0.788,0.77,0.77,37343,28864.654
2026-07-24,IARV,REGS,35.7,38.9,35.7,38.8,14268,533784.5
2026-07-24,IASX,XRS1,23.8,23.8,23.8,23.8,69,1642.2
2026-07-24,ICBETNETF,REGS,164.0,165.34,163.26,163.26,966,158455.26
2026-07-24,ICCROETF,REGS,214.0,214.5,214.0,214.5,16,3430.5
2026-07-24,ICSLOETF,REGS,348.5,349.5,346.5,349.0,69,24054.5
2026-07-24,IMP,REGS,4.18,4.21,4.18,4.21,10660,44791.3
2026-07-24,IMP26E,EORDB,99.6,99.61,99.6,99.61,9,23607.95
2026-07-24,IMP27E,EORDB,101.25,101.28,101.25,101.28,32,17594.29
2026-07-24,IMPI26E,EXRB,45.0,45.0,44.99,44.99,12,28704.38
2026-07-24,IMPI27E,EXRB,43.0,43.0,43.0,43.0,4,9149.78
2026-07-24,INFINITY,REGS,4.1,4.12,4.09,4.11,112976,464050.96
2026-07-24,IPRU,XRS1,1.745,1.77,1.745,1.765,21245,37154.675
2026-07-24,ITG,XRS1,6.25,6.7,6.25,6.7,2411,15220.35
2026-07-24,JTG,XRS1,4.0,4.09,4.0,4.09,14,56.18
2026-07-24,LHA,XRSI,44.95,45.87,44.95,45.87,839,37771.68
2026-07-24,LIH,XRS1,0.51,0.53,0.505,0.525,14511,7333.28
2026-07-24,LIH28,XRB,90.99,90.99,90.99,90.99,30,2738.04
2026-07-24,LION,REGS,4.68,4.68,4.53,4.64,18155,83468.01
2026-07-24,LONG,REGS,2.42,2.42,2.32,2.35,60961,143406.13
2026-07-24,M,REGS,12.18,12.3,12.04,12.06,78116,947696.88
2026-07-24,MACO,XRS1,24.2,25.0,23.9,25.0,5609,138328.5
2026-07-24,MAM,XRS1,1.21,1.21,1.2,1.2,573,690.9
2026-07-24,MILK,XRS1,5.9,6.2,5.9,6.2,1429,8475.3
2026-07-24,MOBE,XRS1,3.28,3.28,3.28,3.28,9,29.52
2026-07-24,NORD,XRS1,6.8,6.8,6.8,6.8,2,13.6
2026-07-24,NRF,XRS1,2.7,2.7,2.6,2.65,20727,54807.22
2026-07-24,NRF29,XRB,98.0,98.0,98.0,98.0,34,3368.83
2026-07-24,OIL,REGS,0.1175,0.119,0.1165,0.1185,787913,93132.937
2026-07-24,ONE,REGS,34.3,34.75,34.2,34.55,12375,426810.8
2026-07-24,ORV27,ORDB,96.84,96.84,96.84,96.84,1,10.38
2026-07-24,PBK,REGS,0.146,0.1485,0.144,0.146,1285529,186575.465
2026-07-24,PBK27E,EORDB,99.5,99.5,99.5,99.5,2,5331.57
2026-07-24,PE,REGS,61.4,61.4,59.4,60.8,42635,2571580.4
2026-07-24,PPL,REGS,7.45,7.45,7.45,7.45,45,335.25
2026-07-24,PPLI,XRS1,2.4,2.4,2.18,2.18,666,1452.98
2026-07-24,PREB,REGS,1.91,1.95,1.91,1.95,902,1722.9
2026-07-24,PREH,REGS,2.3,2.3,2.3,2.3,74,170.2
2026-07-24,PRSN,XRS1,0.119,0.119,0.118,0.119,34110,4045.04
2026-07-24,PTENGETF,REGS,17.25,17.39,16.6,16.954,136276,2307529.396
2026-07-24,PTR,REGS,0.668,0.684,0.668,0.68,28205,19092.59
2026-07-24,PVBS,XRS1,0.45,0.535,0.45,0.45,8,3.685
2026-07-24,R2610A,REGT,100.0798,100.0798,100.0,100.0,1600,169186.27
2026-07-24,R2612A,REGT,100.1849,100.1849,100.03,100.03,334,34912.2
2026-07-24,R2612BE,EREGT,100.2,100.2,100.0,100.0,15,8030.68
2026-07-24,R2702AE,EREGT,99.96,99.99,99.8103,99.99,106,56442.96
2026-07-24,R2703A,REGT,99.951,99.951,99.951,99.951,34,3488.74
2026-07-24,R2703AE,EREGT,99.5351,99.5351,99.5205,99.5205,51,26934.33
2026-07-24,R2704A,REGT,99.951,100.03,99.9,99.9,574,58415.66
2026-07-24,R2705AE,EREGT,99.8999,99.9,99.8999,99.9,6,3160.86
2026-07-24,R2706A,REGT,100.2,100.299,100.191,100.191,771,77872.83
2026-07-24,R2706AE,EREGT,99.64,99.64,99.5,99.5,210,109985.7
2026-07-24,R2706B,REGT,101.0101,101.0101,101.0,101.01,2489,253619.1
2026-07-24,R2707A,REGT,99.75,99.75,99.7,99.75,1192,119459.74
2026-07-24,R2707B,REGT,101.0999,101.1,100.78,101.1,485,49065.23
2026-07-24,R2707BE,EREGT,100.9999,100.9999,100.9999,100.9999,16,8472.48
2026-07-24,R2707C,REGT,99.8001,100.1999,99.8,100.1999,55,5504.2
2026-07-24,R2708A,REGT,100.01,100.15,100.01,100.15,219,23413.77
2026-07-24,R2708AE,EREGT,99.0,99.0,99.0,99.0,1,533.82
2026-07-24,R2708B,REGT,100.75,101.02,100.75,101.0,513,55817.54
2026-07-24,R2709AE,EREGT,98.1111,98.1111,98.1111,98.1111,31,16356.84
2026-07-24,R2709B,REGT,101.0,101.0999,100.7,101.0999,52,5617.5
2026-07-24,R2709BE,EREGT,99.59,99.59,99.59,99.59,105,56689.5
2026-07-24,R2710A,REGT,99.9899,100.0,99.6001,100.0,2259,238319.79
2026-07-24,R2710B,REGT,100.55,101.0,100.55,101.0,1002,107432.22
2026-07-24,R2711A,REGT,99.75,99.75,99.75,99.75,199,20801.47
2026-07-24,R2712A,REGT,98.9999,99.0,98.9999,99.0,149,15347.0
2026-07-24,R2712B,REGT,100.425,100.425,100.425,100.425,128,13455.36
2026-07-24,R2712D,REGT,99.9,100.0,99.85,100.0,782,81763.97
2026-07-24,R2801A,REGT,98.5,98.85,98.1,98.55,2104,213363.64
2026-07-24,R2801B,REGT,99.7501,99.8,99.7501,99.8,650,67245.75
2026-07-24,R2802A,REGT,100.1,100.44,99.9262,100.001,867,89825.92
2026-07-24,R2802B,REGT,99.22,99.9989,99.22,99.9989,2526,259971.44
2026-07-24,R2802C,REGT,98.3996,98.3996,98.3996,98.3996,25,2527.5
2026-07-24,R2803A,REGT,100.0,100.0,99.95,99.95,1500,154027.56
2026-07-24,R2803B,REGT,98.6712,99.5,98.6712,99.5,3312,336885.3
2026-07-24,R2803C,REGT,97.41,97.5001,97.41,97.5,2128,211914.72
2026-07-24,R2804AE,EREGT,101.19,101.4,101.1101,101.4,786,423451.48
2026-07-24,R2804B,REGT,100.2499,100.3,100.0,100.0,1225,125224.85
2026-07-24,R2804C,REGT,98.65,98.6549,98.2001,98.3,1723,172821.11
2026-07-24,R2805A,REGT,100.0,100.0,100.0,100.0,214,21695.32
2026-07-24,R2805C,REGT,97.5615,98.0,97.5615,98.0,86,8509.62
2026-07-24,R2806B,REGT,99.9999,100.0,99.9999,100.0,91,9160.06
2026-07-24,R2807A,REGT,100.07,100.07,100.07,100.07,50,5014.5
2026-07-24,R2807B,REGT,100.0,100.3,100.0,100.3,107,10731.42
2026-07-24,R2808AE,EREGT,100.564,100.8999,100.564,100.8999,90,47431.5
2026-07-24,R2810AE,EREGT,100.261,100.555,100.261,100.555,190,104137.83
2026-07-24,R2810CE,EREGT,98.54,98.54,98.5,98.5,68,36199.55
2026-07-24,R2812AE,EREGT,100.6,100.8899,100.55,100.65,398,216707.7
2026-07-24,R2903AE,EREGT,99.545,99.75,99.545,99.75,6,3192.27
2026-07-24,R2904AE,EREGT,99.72,99.85,99.7199,99.85,372,196940.56
2026-07-24,R2904CE,EREGT,99.28,99.5,99.28,99.5,272,143186.3
2026-07-24,R2906A,REGT,100.9581,100.9581,100.9581,100.9581,34,3460.52
2026-07-24,R2907A,REGT,100.05,100.2,100.025,100.025,1027,103096.15
2026-07-24,R2907AE,EREGT,99.4,99.8,99.3,99.8,8948,4670060.78
2026-07-24,R2908A,REGT,98.199,99.0,98.199,99.0,6495,681702.89
2026-07-24,R2908AE,EREGT,99.7999,99.8,99.7999,99.8,232,126859.92
2026-07-24,R2910A,REGT,97.97,99.0,97.965,98.8,9143,950900.68
2026-07-24,R2910AE,EREGT,99.5,99.8,99.5,99.8,4193,2271697.44
2026-07-24,R2910C,REGT,99.15,100.0,99.15,100.0,1055,111381.55
2026-07-24,R2911A,REGT,98.5,99.8998,98.5,99.8998,221,23080.43
2026-07-24,R2912A,REGT,99.7,100.07,99.6,100.0,8517,889022.04
2026-07-24,R2912C,REGT,98.0,98.6,97.9,98.6,1054,108301.66
2026-07-24,R3001A,REGT,98.2499,98.5,98.2499,98.5,616,62815.32
2026-07-24,R3002A,REGT,100.22,100.29,100.22,100.252,3800,394184.04
2026-07-24,R3002C,REGT,97.4999,97.5,97.4999,97.5,279,28028.34
2026-07-24,R3003A,REGT,99.7,100.18,99.7,100.18,4612,474036.92
2026-07-24,R3003C,REGT,97.1799,97.1799,97.1799,97.1799,7,696.99
2026-07-24,R3004A,REGT,99.6887,99.899,99.6887,99.8,1902,193774.76
2026-07-24,R3004C,REGT,97.9999,98.5,97.9999,98.5,268,26861.05
2026-07-24,R3005A,REGT,100.8696,100.8696,100.8696,100.8696,74,7571.68
2026-07-24,R3006A,REGT,98.5,98.5,98.5,98.5,5500,545160.0
2026-07-24,R3006AE,EREGT,100.9977,100.9977,100.9977,100.9977,193,102664.42
2026-07-24,R3008AE,EREGT,99.9999,99.9999,99.9999,99.9999,16,8797.44
2026-07-24,R3009AE,EREGT,99.8799,99.88,99.8799,99.88,114,62312.4
2026-07-24,R3012AE,EREGT,97.0101,97.4899,96.6,97.4899,60,31285.71
2026-07-24,R3101AE,EREGT,97.2,97.3993,97.0,97.0,105,54797.79
2026-07-24,R3102AE,EREGT,97.37,97.37,97.37,97.37,8,4160.8
2026-07-24,R3103AE,EREGT,97.4999,97.4999,97.4999,97.4999,35,18165.35
2026-07-24,R3106A,REGT,100.8599,100.86,100.8599,100.86,358,36412.18
2026-07-24,R3106AE,EREGT,100.0,100.0,100.0,100.0,1,525.86
2026-07-24,R3107A,REGT,100.9793,101.0,100.891,101.0,118,11944.4
2026-07-24,R3108A,REGT,100.5413,100.5413,100.45,100.53,254,27443.72
2026-07-24,R3109A,REGT,100.1,100.1,100.1,100.1,300,32070.0
2026-07-24,R3110A,REGT,100.0101,100.3,99.81,100.0004,363,38551.97
2026-07-24,R3111A,REGT,99.5299,99.75,99.0001,99.75,9802,1029456.73
2026-07-24,R3112A,REGT,98.4001,99.4997,98.4001,99.4997,8100,840577.28
2026-07-24,R3112AE,EREGT,99.0,99.65,99.0,99.3,1850,996066.72
2026-07-24,R3201A,REGT,98.6499,98.65,98.6499,98.65,170,17402.9
2026-07-24,R3202A,REGT,96.9113,97.77,96.9113,97.77,663,66895.45
2026-07-24,R3202AE,EREGT,100.63,100.66,100.31,100.31,134,72416.21
2026-07-24,R3203A,REGT,96.7,96.9995,96.0,96.9897,1256,124114.91
2026-07-24,R3203AE,EREGT,99.6499,99.6499,99.55,99.6499,92,49004.78
2026-07-24,R3204A,REGT,98.71,99.38,98.71,99.38,1437,145364.58
2026-07-24,R3204AE,EREGT,99.75,99.75,99.75,99.75,100,53110.0
2026-07-24,R3205A,REGT,98.5005,100.01,98.5005,100.0,583,59015.45
2026-07-24,R3205AE,EREGT,100.5,100.7362,100.43,100.43,475,252707.48
2026-07-24,R3206AE,EREGT,101.89,102.0,101.7,101.7,437,234652.26
2026-07-24,R3207AE,EREGT,100.799,100.85,100.799,100.83,80,42313.7
2026-07-24,R3508AE,EREGT,101.6,101.9899,101.6,101.9899,211,119493.51
2026-07-24,R3509AE,EREGT,101.8899,101.8899,101.5,101.5,43,24183.48
2026-07-24,R3510AE,EREGT,101.9996,101.9999,101.6221,101.6221,91,50914.8
2026-07-24,R3511AE,EREGT,100.2889,100.3945,100.2887,100.3945,183,100319.91
2026-07-24,R3512AE,EREGT,99.75,99.75,99.75,99.75,15,8131.35
2026-07-24,R3601AE,EREGT,99.8999,99.8999,99.7,99.7,318,171204.09
2026-07-24,R3602AE,EREGT,98.2001,98.2001,98.0,98.1,545,287461.7
2026-07-24,R3603AE,EREGT,98.2,98.2,98.1,98.1,516,270931.13
2026-07-24,R3604AE,EREGT,100.9,101.1,100.67,101.0993,272,146212.34
2026-07-24,R3605AE,EREGT,99.811,99.811,99.811,99.811,20,10574.8
2026-07-24,R3606A,REGT,99.9999,100.0,99.9999,100.0,704,70885.76
2026-07-24,R3606BE,EREGT,104.4,104.68,104.4,104.6,244,134430.75
2026-07-24,R3607A,REGT,99.5,99.5,99.5,99.5,484,48288.68
2026-07-24,R3607AE,EREGT,100.0999,100.0999,100.0999,100.0999,52,27312.48
2026-07-24,RBAQTL2,RGSP,1.3,1.3,1.3,1.3,50,65.0
2026-07-24,RBAQTL3,RGSP,1.12,1.12,1.12,1.12,111,124.32
2026-07-24,RBAQTL5,RGSP,0.84,0.84,0.82,0.84,326,272.08
2026-07-24,RBAROBTL3,RGSP,0.22,0.22,0.22,0.22,30000,6600.0
2026-07-24,RBBRDTL5,RGSP,28.5,28.5,28.5,28.5,80,2280.0
2026-07-24,RBBRETL2,RGSP,31.29,31.29,31.29,31.29,70,2190.3
2026-07-24,RBEVERTL6,RGSP,12.11,12.11,12.11,12.11,2000,24220.0
2026-07-24,RBMTL5,RGSP,2.71,2.71,2.67,2.67,11975,32330.96
2026-07-24,RBONETL12,RGSP,9.95,9.95,9.9,9.9,5000,49625.0
2026-07-24,RBROTXTL4,RGSP,48.15,48.15,48.15,48.15,5,240.75
2026-07-24,RBSAPTL1,RGSP,10.8,12.61,10.8,12.61,2255,25912.85
2026-07-24,RBSLVTL6,RGSP,15.3,15.3,15.3,15.3,40,612.0
2026-07-24,RBSNGTL11,RGSP,9.59,9.59,9.11,9.11,62,567.91
2026-07-24,RBSNGTL9,RGSP,12.63,12.63,12.63,12.63,1500,18945.0
2026-07-24,RBSNPTL10,RGSP,0.78,0.78,0.76,0.76,50050,38039.0
2026-07-24,RBSNPTL12,RGSP,0.43,0.43,0.39,0.39,90934,36484.59
2026-07-24,RBTLVTL11,RGSP,30.07,30.07,30.07,30.07,18,541.26
2026-07-24,RBTLVTL12,RGSP,18.26,18.26,18.26,18.26,1500,27390.0
2026-07-24,RBTLVTL13,RGSP,15.71,15.71,15.44,15.44,1490,23270.1
2026-07-24,RBTTSTL7,RGSP,3.54,3.64,3.54,3.64,15943,57532.52
2026-07-24,RBTTSTL9,RGSP,2.1,2.1,2.1,2.1,150,315.0
2026-07-24,RCHI,XRS1,0.228,0.242,0.228,0.242,1125,256.85
2026-07-24,RCSNPTL3,RGSP,1.61,1.61,1.61,1.61,300,483.0
2026-07-24,REIT,XRS1,0.28,0.28,0.27,0.272,112192,30943.208
2026-07-24,RES33E,EORDB,94.68,94.68,94.68,94.68,1,501.1
2026-07-24,RMAH,REGS,0.874,0.884,0.866,0.884,62251,54296.47
2026-07-24,ROC1,REGS,0.64,0.64,0.602,0.602,554,334.012
2026-07-24,ROCE,REGS,0.215,0.216,0.213,0.216,83707,17882.957
2026-07-24,RPH,REGS,0.224,0.228,0.22,0.228,50177,11190.47
2026-07-24,RRC,REGS,0.087,0.088,0.0845,0.0875,325341,28285.1185
2026-07-24,RRD,XRS1,1.37,1.49,1.35,1.49,1141,1563.95
2026-07-24,SAFE,REGS,0.966,0.972,0.922,0.97,256528,245266.236
2026-07-24,SAP,XRSI,711.0,719.3,700.1,719.3,160,114621.5
2026-07-24,SATU,XRS1,4.1,4.1,4.1,4.1,168,688.8
2026-07-24,SEOM,XRS1,1.17,1.17,1.17,1.17,300,351.0
2026-07-24,SFG,REGS,39.9,39.9,39.2,39.5,3738,147027.7
2026-07-24,SIDG,XRS1,0.22,0.232,0.22,0.23,32019,7311.732
2026-07-24,SMTL,REGS,40.0,40.0,38.9,39.7,6263,245981.1
2026-07-24,SNC,XRS1,3.1,3.1,3.02,3.02,19,58.1
2026-07-24,SNG,REGS,18.78,19.02,18.36,18.58,956500,17784412.46
2026-07-24,SNN,REGS,69.9,70.3,69.8,70.0,26186,1831306.0
2026-07-24,SNO,REGS,32.2,32.2,30.8,32.2,877,27604.0
2026-07-24,SNP,REGS,1.287,1.29,1.246,1.251,16763960,21106914.293
2026-07-24,SOCP,REGS,1.72,1.74,1.72,1.74,16400,28365.59
2026-07-24,SPX,XRS1,0.252,0.256,0.252,0.256,6580,1664.48
2026-07-24,STNM,XRS1,14.7,14.7,14.7,14.7,100,1470.0
2026-07-24,TBK,REGS,16.95,16.95,16.65,16.95,87,1460.65
2026-07-24,TBM,REGS,0.277,0.277,0.269,0.274,28381,7775.477
2026-07-24,TEI26,XRB,99.99,99.99,99.99,99.99,13,1316.03
2026-07-24,TEI26E,EXRB,99.9,100.0,99.9,100.0,78,41159.56
2026-07-24,TEI29,XRB,98.0,98.0,98.0,98.0,500,50158.22
2026-07-24,TEL,REGS,113.6,114.0,112.2,113.8,4862,552412.4
2026-07-24,TGN,REGS,98.8,99.4,97.6,97.6,20467,2023102.3
2026-07-24,TLV,REGS,37.66,37.66,37.02,37.1,414278,15454431.62
2026-07-24,TRANSI,REGS,0.674,0.674,0.662,0.674,42922,28643.336
2026-07-24,TRIP,REGS,1.66,1.685,1.65,1.68,149216,248375.685
2026-07-24,TRP,REGS,0.449,0.455,0.442,0.442,1065170,476735.0665
2026-07-24,TTS,REGS,6.46,6.56,6.46,6.54,60993,398597.88
